ra,bairro,component,year,value
XII Inhaúma,Inhaúma,saeb,2017,6.1916983523447415
XII Inhaúma,Inhaúma,saeb,2019,6.120931744312026
XII Inhaúma,Inhaúma,saeb,2021,5.455052582620596
XII Inhaúma,Inhaúma,saeb,2023,6.1
XII Inhaúma,Inhaúma,ideb,2007,4.425932062966032
XII Inhaúma,Inhaúma,ideb,2009,5.1795328142380415
XII Inhaúma,Inhaúma,ideb,2011,5.428686327077748
XII Inhaúma,Inhaúma,ideb,2013,5.487589498806682
XII Inhaúma,Inhaúma,ideb,2015,5.628079911209767
XII Inhaúma,Inhaúma,ideb,2017,5.528010139416984
XII Inhaúma,Inhaúma,ideb,2019,5.867280606717226
XII Inhaúma,Inhaúma,ideb,2021,5.426137529934999
XII Inhaúma,Inhaúma,ideb,2023,5.9
XII Inhaúma,Maria da Graça,aprovacao,2007,100.0
XII Inhaúma,Maria da Graça,aprovacao,2009,83.3
XII Inhaúma,Maria da Graça,aprovacao,2011,93.79999999999998
XII Inhaúma,Maria da Graça,aprovacao,2013,85.6
XII Inhaúma,Maria da Graça,aprovacao,2015,80.2
XII Inhaúma,Maria da Graça,aprovacao,2017,86.6
XII Inhaúma,Maria da Graça,aprovacao,2019,93.2
XII Inhaúma,Maria da Graça,aprovacao,2021,95.4
XII Inhaúma,Maria da Graça,aprovacao,2023,88.7
XII Inhaúma,Maria da Graça,saeb,2007,4.55
XII Inhaúma,Maria da Graça,saeb,2009,4.92
XII Inhaúma,Maria da Graça,saeb,2011,5.69
XII Inhaúma,Maria da Graça,saeb,2013,5.15
XII Inhaúma,Maria da Graça,saeb,2015,5.4
XII Inhaúma,Maria da Graça,saeb,2017,5.76
XII Inhaúma,Maria da Graça,saeb,2019,5.59
XII Inhaúma,Maria da Graça,saeb,2021,5.159954
XII Inhaúma,Maria da Graça,saeb,2023,5.3
XII Inhaúma,Maria da Graça,ideb,2007,4.2
XII Inhaúma,Maria da Graça,ideb,2009,4.2
XII Inhaúma,Maria da Graça,ideb,2011,4.7
XII Inhaúma,Maria da Graça,ideb,2013,4.3
XII Inhaúma,Maria da Graça,ideb,2015,4.3
XII Inhaúma,Maria da Graça,ideb,2017,4.9
XII Inhaúma,Maria da Graça,ideb,2019,5.2
XII Inhaúma,Maria da Graça,ideb,2021,4.9
XII Inhaúma,Maria da Graça,ideb,2023,4.8
XII Inhaúma,Tomás Coelho,aprovacao,2007,98.2813559322034
XII Inhaúma,Tomás Coelho,aprovacao,2009,97.62539682539682
XII Inhaúma,Tomás Coelho,aprovacao,2011,100.0
XII Inhaúma,Tomás Coelho,aprovacao,2013,100.0
XII Inhaúma,Tomás Coelho,aprovacao,2015,96.9
XII Inhaúma,Tomás Coelho,aprovacao,2019,100.0
XII Inhaúma,Tomás Coelho,aprovacao,2023,95.9
XII Inhaúma,Tomás Coelho,saeb,2007,4.881525423728815
XII Inhaúma,Tomás Coelho,saeb,2009,5.621428571428571
XII Inhaúma,Tomás Coelho,saeb,2011,6.15
XII Inhaúma,Tomás Coelho,saeb,2013,5.5
XII Inhaúma,Tomás Coelho,saeb,2015,5.71
XII Inhaúma,Tomás Coelho,saeb,2019,5.610000000000001
XII Inhaúma,Tomás Coelho,saeb,2023,6.7
XII Inhaúma,Tomás Coelho,ideb,2007,4.694915254237288
XII Inhaúma,Tomás Coelho,ideb,2009,5.393650793650794
XII Inhaúma,Tomás Coelho,ideb,2011,5.5
XII Inhaúma,Tomás Coelho,ideb,2013,5.0
XII Inhaúma,Tomás Coelho,ideb,2015,5.1
XII Inhaúma,Tomás Coelho,ideb,2019,5.400000000000001
XII Inhaúma,Tomás Coelho,ideb,2023,6.5
XXIX Complexo do Alemão,Complexo do Alemão,aprovacao,2007,90.9
XXIX Complexo do Alemão,Complexo do Alemão,aprovacao,2009,75.5
XXIX Complexo do Alemão,Complexo do Alemão,aprovacao,2011,93.4
XXIX Complexo do Alemão,Complexo do Alemão,aprovacao,2013,87.14182509505703
XXIX Complexo do Alemão,Complexo do Alemão,aprovacao,2015,95.94948453608247
XXIX Complexo do Alemão,Complexo do Alemão,aprovacao,2017,95.49701492537314
XXIX Complexo do Alemão,Complexo do Alemão,aprovacao,2019,85.45381679389314
XXIX Complexo do Alemão,Complexo do Alemão,aprovacao,2021,100.0
XXIX Complexo do Alemão,Complexo do Alemão,aprovacao,2023,99.4
XXIX Complexo do Alemão,Complexo do Alemão,saeb,2007,4.41
XXIX Complexo do Alemão,Complexo do Alemão,saeb,2009,5.37
XXIX Complexo do Alemão,Complexo do Alemão,saeb,2011,6.45
XXIX Complexo do Alemão,Complexo do Alemão,saeb,2013,5.6850950570342205
XXIX Complexo do Alemão,Complexo do Alemão,saeb,2015,6.034484536082474
XXIX Complexo do Alemão,Complexo do Alemão,saeb,2017,5.839701492537313
XXIX Complexo do Alemão,Complexo do Alemão,saeb,2019,5.765229007633587
XXIX Complexo do Alemão,Complexo do Alemão,saeb,2021,4.550690106796117
XXIX Complexo do Alemão,Complexo do Alemão,saeb,2023,5.5
XXIX Complexo do Alemão,Complexo do Alemão,ideb,2007,3.8000000000000003
XXIX Complexo do Alemão,Complexo do Alemão,ideb,2009,4.2
XXIX Complexo do Alemão,Complexo do Alemão,ideb,2011,5.6
XXIX Complexo do Alemão,Complexo do Alemão,ideb,2013,4.870342205323194
XXIX Complexo do Alemão,Complexo do Alemão,ideb,2015,5.587628865979381
XXIX Complexo do Alemão,Complexo do Alemão,ideb,2017,5.199502487562189
XXIX Complexo do Alemão,Complexo do Alemão,ideb,2019,5.347709923664122
XXIX Complexo do Alemão,Complexo do Alemão,ideb,2021,4.548613037447989
XXIX Complexo do Alemão,Complexo do Alemão,ideb,2023,5.4
XI Penha,Brás de Pina,aprovacao,2007,97.6490974729242
XI Penha,Brás de Pina,aprovacao,2009,91.51244444444444
XI Penha,Brás de Pina,aprovacao,2011,94.6119918699187
XI Penha,Brás de Pina,aprovacao,2013,91.95773420479303
XI Penha,Brás de Pina,aprovacao,2015,90.7625
XI Penha,Brás de Pina,aprovacao,2017,95.64540540540541
XI Penha,Brás de Pina,aprovacao,2019,96.94974093264248
XI Penha,Brás de Pina,aprovacao,2021,100.0
XI Penha,Brás de Pina,aprovacao,2023,99.0
XI Penha,Brás de Pina,saeb,2007,5.23370036101083
XI Penha,Brás de Pina,saeb,2009,5.6630666666666665
XI Penha,Brás de Pina,saeb,2011,6.145609756097562
XI Penha,Brás de Pina,saeb,2013,5.825337690631809
XI Penha,Brás de Pina,saeb,2015,6.10265
XI Penha,Brás de Pina,saeb,2017,6.225027027027028
XI Penha,Brás de Pina,saeb,2019,6.047979274611399
XI Penha,Brás de Pina,saeb,2021,6.024714
XI Penha,Brás de Pina,saeb,2023,6.4
XI Penha,Brás de Pina,ideb,2007,4.8720216606498195
XI Penha,Brás de Pina,ideb,2009,5.156444444444444
XI Penha,Brás de Pina,ideb,2011,5.7439024390243905
XI Penha,Brás de Pina,ideb,2013,5.3313725490196076
XI Penha,Brás de Pina,ideb,2015,5.473
XI Penha,Brás de Pina,ideb,2017,5.711351351351351
XI Penha,Brás de Pina,ideb,2019,5.790155440414508
XI Penha,Brás de Pina,ideb,2021,6.0
XI Penha,Brás de Pina,ideb,2023,6.3
XI Penha,Penha,aprovacao,2007,97.15301339285715
XI Penha,Penha,aprovacao,2009,87.82037302725969
XI Penha,Penha,aprovacao,2011,90.7688524590164
XI Penha,Penha,aprovacao,2013,90.33091436865021
XI Penha,Penha,aprovacao,2015,88.63799999999999
XI Penha,Penha,aprovacao,2017,90.60894568690095
XI Penha,Penha,aprovacao,2019,88.36882352941176
XI Penha,Penha,aprovacao,2021,99.04866618601298
XI Penha,Penha,aprovacao,2023,97.9
XI Penha,Penha,saeb,2007,4.8488950892857146
XI Penha,Penha,saeb,2009,5.596413199426112
XI Penha,Penha,saeb,2011,5.785068306010929
XI Penha,Penha,saeb,2013,5.767721335268505
XI Penha,Penha,saeb,2015,6.074942857142857
XI Penha,Penha,saeb,2017,5.9236741214057504
XI Penha,Penha,saeb,2019,6.118137254901961
XI Penha,Penha,saeb,2021,4.893187045421773
XI Penha,Penha,saeb,2023,6.0
XI Penha,Penha,ideb,2007,4.487165178571429
XI Penha,Penha,ideb,2009,4.952941176470588
XI Penha,Penha,ideb,2011,5.138387978142076
XI Penha,Penha,ideb,2013,4.93076923076923
XI Penha,Penha,ideb,2015,5.420857142857142
XI Penha,Penha,ideb,2017,5.388658146964857
XI Penha,Penha,ideb,2019,5.623137254901961
XI Penha,Penha,ideb,2021,4.831074260994953
XI Penha,Penha,ideb,2023,5.9
XI Penha,Penha Circular,aprovacao,2007,99.1512647554806
XI Penha,Penha Circular,aprovacao,2009,93.31382488479262
XI Penha,Penha Circular,aprovacao,2011,93.43260135135135
XI Penha,Penha Circular,aprovacao,2013,97.1716
XI Penha,Penha Circular,aprovacao,2015,89.8296103896104
XI Penha,Penha Circular,aprovacao,2017,94.25059382422803
XI Penha,Penha Circular,aprovacao,2019,94.41272264631043
XI Penha,Penha Circular,aprovacao,2021,97.37735758736237
XI Penha,Penha Circular,aprovacao,2023,99.1
XI Penha,Penha Circular,saeb,2007,5.2681281618887015
XI Penha,Penha Circular,saeb,2009,5.802258064516129
XI Penha,Penha Circular,saeb,2011,6.172888513513513
XI Penha,Penha Circular,saeb,2013,6.121160000000001
XI Penha,Penha Circular,saeb,2015,6.349298701298701
XI Penha,Penha Circular,saeb,2017,5.902660332541568
XI Penha,Penha Circular,saeb,2019,5.91852417302799
XI Penha,Penha Circular,saeb,2021,5.341569229296314
XI Penha,Penha Circular,saeb,2023,6.5
XI Penha,Penha Circular,ideb,2007,4.909274873524452
XI Penha,Penha Circular,ideb,2009,5.230875576036866
XI Penha,Penha Circular,ideb,2011,5.695101351351352
XI Penha,Penha Circular,ideb,2013,5.6082
XI Penha,Penha Circular,ideb,2015,5.733506493506494
XI Penha,Penha Circular,ideb,2017,5.445368171021378
XI Penha,Penha Circular,ideb,2019,5.6613231552162855
XI Penha,Penha Circular,ideb,2021,5.203446625179511
XI Penha,Penha Circular,ideb,2023,6.5
XXXI Vigário Geral,Cordovil,aprovacao,2007,94.99964539007092
XXXI Vigário Geral,Cordovil,aprovacao,2009,89.92991803278689
XXXI Vigário Geral,Cordovil,aprovacao,2011,96.16895074946467
XXXI Vigário Geral,Cordovil,aprovacao,2013,95.20086393088553
XXXI Vigário Geral,Cordovil,aprovacao,2015,90.00522088353415
XXXI Vigário Geral,Cordovil,aprovacao,2017,87.01408163265305
XXXI Vigário Geral,Cordovil,aprovacao,2019,95.314375
XXXI Vigário Geral,Cordovil,aprovacao,2021,98.71666666666667
XXXI Vigário Geral,Cordovil,aprovacao,2023,97.9
XXXI Vigário Geral,Cordovil,saeb,2007,4.866950354609928
XXXI Vigário Geral,Cordovil,saeb,2009,5.671270491803279
XXXI Vigário Geral,Cordovil,saeb,2011,5.90762312633833
XXXI Vigário Geral,Cordovil,saeb,2013,5.93060475161987
XXXI Vigário Geral,Cordovil,saeb,2015,6.09343373493976
XXXI Vigário Geral,Cordovil,saeb,2017,6.184897959183673
XXXI Vigário Geral,Cordovil,saeb,2019,6.123645833333334
XXXI Vigário Geral,Cordovil,saeb,2021,5.67842291532258
XXXI Vigário Geral,Cordovil,saeb,2023,6.1
XXXI Vigário Geral,Cordovil,ideb,2007,4.3429078014184395
XXXI Vigário Geral,Cordovil,ideb,2009,5.074795081967213
XXXI Vigário Geral,Cordovil,ideb,2011,5.467237687366167
XXXI Vigário Geral,Cordovil,ideb,2013,5.026133909287257
XXXI Vigário Geral,Cordovil,ideb,2015,5.485542168674699
XXXI Vigário Geral,Cordovil,ideb,2017,5.6079591836734695
XXXI Vigário Geral,Cordovil,ideb,2019,5.794583333333334
XXXI Vigário Geral,Cordovil,ideb,2021,5.62614247311828
XXXI Vigário Geral,Cordovil,ideb,2023,6.0
XXXI Vigário Geral,Jardim América,aprovacao,2007,99.73488372093024
XXXI Vigário Geral,Jardim América,aprovacao,2009,95.62080924855492
XXXI Vigário Geral,Jardim América,aprovacao,2011,97.41484018264839
XXXI Vigário Geral,Jardim América,aprovacao,2013,97.88557919621749
XXXI Vigário Geral,Jardim América,aprovacao,2015,98.05747508305649
XXXI Vigário Geral,Jardim América,aprovacao,2017,97.74878706199462
XXXI Vigário Geral,Jardim América,aprovacao,2019,96.49470404984423
XXXI Vigário Geral,Jardim América,aprovacao,2021,99.56315789473685
XXXI Vigário Geral,Jardim América,aprovacao,2023,99.4
XXXI Vigário Geral,Jardim América,saeb,2007,4.956770025839793
XXXI Vigário Geral,Jardim América,saeb,2009,5.743410404624277
XXXI Vigário Geral,Jardim América,saeb,2011,5.874383561643835
XXXI Vigário Geral,Jardim América,saeb,2013,5.5153900709219865
XXXI Vigário Geral,Jardim América,saeb,2015,6.005980066445184
XXXI Vigário Geral,Jardim América,saeb,2017,6.16088948787062
XXXI Vigário Geral,Jardim América,saeb,2019,5.759532710280373
XXXI Vigário Geral,Jardim América,saeb,2021,5.452132847894737
XXXI Vigário Geral,Jardim América,saeb,2023,5.9
XXXI Vigário Geral,Jardim América,ideb,2007,4.717054263565892
XXXI Vigário Geral,Jardim América,ideb,2009,5.286127167630058
XXXI Vigário Geral,Jardim América,ideb,2011,5.524885844748859
XXXI Vigário Geral,Jardim América,ideb,2013,5.129314420803782
XXXI Vigário Geral,Jardim América,ideb,2015,5.735215946843854
XXXI Vigário Geral,Jardim América,ideb,2017,5.940970350404313
XXXI Vigário Geral,Jardim América,ideb,2019,5.560436137071651
XXXI Vigário Geral,Jardim América,ideb,2021,5.436842105263158
XXXI Vigário Geral,Jardim América,ideb,2023,5.9
XXXI Vigário Geral,Parada de Lucas,aprovacao,2007,98.58986175115207
XXXI Vigário Geral,Parada de Lucas,aprovacao,2009,90.86649214659685
XXXI Vigário Geral,Parada de Lucas,aprovacao,2011,97.31466666666667
XXXI Vigário Geral,Parada de Lucas,aprovacao,2013,90.2
XXXI Vigário Geral,Parada de Lucas,aprovacao,2015,93.90000000000002
XXXI Vigário Geral,Parada de Lucas,aprovacao,2017,94.09999999999998
XXXI Vigário Geral,Parada de Lucas,aprovacao,2021,97.4
XXXI Vigário Geral,Parada de Lucas,aprovacao,2023,96.8
XXXI Vigário Geral,Parada de Lucas,saeb,2007,4.219400921658987
XXXI Vigário Geral,Parada de Lucas,saeb,2009,5.212303664921466
XXXI Vigário Geral,Parada de Lucas,saeb,2011,5.760266666666666
XXXI Vigário Geral,Parada de Lucas,saeb,2013,5.46
XXXI Vigário Geral,Parada de Lucas,saeb,2015,5.96
XXXI Vigário Geral,Parada de Lucas,saeb,2017,5.849999999999999
XXXI Vigário Geral,Parada de Lucas,saeb,2021,4.832539
XXXI Vigário Geral,Parada de Lucas,saeb,2023,5.4
XXXI Vigário Geral,Parada de Lucas,ideb,2007,3.964055299539171
XXXI Vigário Geral,Parada de Lucas,ideb,2009,4.830366492146598
XXXI Vigário Geral,Parada de Lucas,ideb,2011,5.278666666666666
XXXI Vigário Geral,Parada de Lucas,ideb,2013,5.0
XXXI Vigário Geral,Parada de Lucas,ideb,2015,5.400000000000001
XXXI Vigário Geral,Parada de Lucas,ideb,2017,5.2
XXXI Vigário Geral,Parada de Lucas,ideb,2021,4.7
XXXI Vigário Geral,Parada de Lucas,ideb,2023,5.2
XXXI Vigário Geral,Vigário Geral,aprovacao,2007,93.74394618834081
XXXI Vigário Geral,Vigário Geral,aprovacao,2009,92.78333333333332
XXXI Vigário Geral,Vigário Geral,aprovacao,2011,95.38526970954358
XXXI Vigário Geral,Vigário Geral,aprovacao,2013,91.87579365079365
XXXI Vigário Geral,Vigário Geral,aprovacao,2015,91.6274074074074
XXXI Vigário Geral,Vigário Geral,aprovacao,2017,93.06838046272493
XXXI Vigário Geral,Vigário Geral,aprovacao,2019,93.30028653295129
XXXI Vigário Geral,Vigário Geral,aprovacao,2021,100.0
XXXI Vigário Geral,Vigário Geral,aprovacao,2023,99.1
XXXI Vigário Geral,Vigário Geral,saeb,2007,4.41780269058296
XXXI Vigário Geral,Vigário Geral,saeb,2009,5.225380952380952
XXXI Vigário Geral,Vigário Geral,saeb,2011,5.097406639004149
XXXI Vigário Geral,Vigário Geral,saeb,2013,5.176607142857143
XXXI Vigário Geral,Vigário Geral,saeb,2015,5.570913580246913
XXXI Vigário Geral,Vigário Geral,saeb,2017,5.421876606683804
XXXI Vigário Geral,Vigário Geral,saeb,2019,5.539426934097421
XXXI Vigário Geral,Vigário Geral,saeb,2021,5.060494935779816
XXXI Vigário Geral,Vigário Geral,saeb,2023,5.9
XXXI Vigário Geral,Vigário Geral,ideb,2007,3.8170403587443946
XXXI Vigário Geral,Vigário Geral,ideb,2009,4.678333333333334
XXXI Vigário Geral,Vigário Geral,ideb,2011,4.737136929460581
XXXI Vigário Geral,Vigário Geral,ideb,2013,4.134126984126984
XXXI Vigário Geral,Vigário Geral,ideb,2015,5.035555555555556
XXXI Vigário Geral,Vigário Geral,ideb,2017,4.947814910025707
XXXI Vigário Geral,Vigário Geral,ideb,2019,5.17163323782235
XXXI Vigário Geral,Vigário Geral,ideb,2021,5.05137614678899
XXXI Vigário Geral,Vigário Geral,ideb,2023,5.8
XXII Anchieta,Anchieta,aprovacao,2007,93.09155722326454
XXII Anchieta,Anchieta,aprovacao,2009,85.53449074074072
XXII Anchieta,Anchieta,aprovacao,2011,92.23832923832924
XXII Anchieta,Anchieta,aprovacao,2013,89.69021739130434
XXII Anchieta,Anchieta,aprovacao,2015,90.76037735849057
XXII Anchieta,Anchieta,aprovacao,2017,93.20803212851405
XXII Anchieta,Anchieta,aprovacao,2019,96.95016722408026
XXII Anchieta,Anchieta,aprovacao,2021,99.83938730853392
XXII Anchieta,Anchieta,aprovacao,2023,99.5
XXII Anchieta,Anchieta,saeb,2007,4.634934333958724
XXII Anchieta,Anchieta,saeb,2009,5.329699074074075
XXII Anchieta,Anchieta,saeb,2011,5.307321867321867
XXII Anchieta,Anchieta,saeb,2013,5.350326086956522
XXII Anchieta,Anchieta,saeb,2015,5.529496855345911
XXII Anchieta,Anchieta,saeb,2017,5.786546184738955
XXII Anchieta,Anchieta,saeb,2019,5.501939799331104
XXII Anchieta,Anchieta,saeb,2021,5.218584203501094
XXII Anchieta,Anchieta,saeb,2023,5.5
XXII Anchieta,Anchieta,ideb,2007,4.225891181988743
XXII Anchieta,Anchieta,ideb,2009,4.604166666666667
XXII Anchieta,Anchieta,ideb,2011,4.745454545454545
XXII Anchieta,Anchieta,ideb,2013,4.801449275362319
XXII Anchieta,Anchieta,ideb,2015,4.854716981132075
XXII Anchieta,Anchieta,ideb,2017,5.352208835341365
XXII Anchieta,Anchieta,ideb,2019,5.053846153846154
XXII Anchieta,Anchieta,ideb,2021,5.22654996353027
XXII Anchieta,Anchieta,ideb,2023,5.5
XXII Anchieta,Guadalupe,aprovacao,2007,99.17516600265604
XXII Anchieta,Guadalupe,aprovacao,2009,96.18604240282686
XXII Anchieta,Guadalupe,aprovacao,2011,97.1659090909091
XXII Anchieta,Guadalupe,aprovacao,2013,95.87380239520958
XXII Anchieta,Guadalupe,aprovacao,2015,95.0750462107209
XXII Anchieta,Guadalupe,aprovacao,2017,96.71862567811935
XXII Anchieta,Guadalupe,aprovacao,2019,98.72554744525549
XXII Anchieta,Guadalupe,aprovacao,2021,99.18671794871796
XXII Anchieta,Guadalupe,aprovacao,2023,99.1
XXII Anchieta,Guadalupe,saeb,2007,4.939973439575034
XXII Anchieta,Guadalupe,saeb,2009,5.817632508833922
XXII Anchieta,Guadalupe,saeb,2011,6.005243506493507
XXII Anchieta,Guadalupe,saeb,2013,6.012514970059881
XXII Anchieta,Guadalupe,saeb,2015,6.071219963031423
XXII Anchieta,Guadalupe,saeb,2017,6.008462929475588
XXII Anchieta,Guadalupe,saeb,2019,5.919014598540147
XXII Anchieta,Guadalupe,saeb,2021,5.48824528051282
XXII Anchieta,Guadalupe,saeb,2023,6.2
XXII Anchieta,Guadalupe,ideb,2007,4.6788844621513945
XXII Anchieta,Guadalupe,ideb,2009,5.380388692579505
XXII Anchieta,Guadalupe,ideb,2011,5.6939935064935066
XXII Anchieta,Guadalupe,ideb,2013,5.400598802395209
XXII Anchieta,Guadalupe,ideb,2015,5.546210720887245
XXII Anchieta,Guadalupe,ideb,2017,5.711392405063292
XXII Anchieta,Guadalupe,ideb,2019,5.712408759124089
XXII Anchieta,Guadalupe,ideb,2021,5.45251282051282
XXII Anchieta,Guadalupe,ideb,2023,6.1
XXII Anchieta,Parque Anchieta,aprovacao,2007,96.21210762331839
XXII Anchieta,Parque Anchieta,aprovacao,2009,92.84303534303534
XXII Anchieta,Parque Anchieta,aprovacao,2011,98.09702048417132
XXII Anchieta,Parque Anchieta,aprovacao,2013,97.01072664359862
XXII Anchieta,Parque Anchieta,aprovacao,2015,93.53093812375249
XXII Anchieta,Parque Anchieta,aprovacao,2017,94.471875
XXII Anchieta,Parque Anchieta,aprovacao,2019,98.01363636363638
XXII Anchieta,Parque Anchieta,aprovacao,2021,99.77796725784448
XXII Anchieta,Parque Anchieta,aprovacao,2023,99.4
XXII Anchieta,Parque Anchieta,saeb,2007,5.136248131539611
XXII Anchieta,Parque Anchieta,saeb,2009,6.198108108108108
XXII Anchieta,Parque Anchieta,saeb,2011,6.434413407821229
XXII Anchieta,Parque Anchieta,saeb,2013,6.180467128027682
XXII Anchieta,Parque Anchieta,saeb,2015,6.32373253493014
XXII Anchieta,Parque Anchieta,saeb,2017,6.288320312500001
XXII Anchieta,Parque Anchieta,saeb,2019,6.122296650717703
XXII Anchieta,Parque Anchieta,saeb,2021,5.914202594133696
XXII Anchieta,Parque Anchieta,saeb,2023,6.3
XXII Anchieta,Parque Anchieta,ideb,2007,4.8173393124065775
XXII Anchieta,Parque Anchieta,ideb,2009,5.769022869022869
XXII Anchieta,Parque Anchieta,ideb,2011,6.160893854748603
XXII Anchieta,Parque Anchieta,ideb,2013,5.938927335640138
XXII Anchieta,Parque Anchieta,ideb,2015,5.901197604790419
XXII Anchieta,Parque Anchieta,ideb,2017,5.881640625000001
XXII Anchieta,Parque Anchieta,ideb,2019,5.94066985645933
XXII Anchieta,Parque Anchieta,ideb,2021,5.879740791268759
XXII Anchieta,Parque Anchieta,ideb,2023,6.2
XXII Anchieta,Ricardo de Albuquerque,aprovacao,2007,90.94511278195489
XXII Anchieta,Ricardo de Albuquerque,aprovacao,2009,82.6
XXII Anchieta,Ricardo de Albuquerque,aprovacao,2011,93.8
XXII Anchieta,Ricardo de Albuquerque,aprovacao,2013,91.4
XXII Anchieta,Ricardo de Albuquerque,aprovacao,2015,96.4
XXII Anchieta,Ricardo de Albuquerque,aprovacao,2017,97.1
XXII Anchieta,Ricardo de Albuquerque,aprovacao,2021,100.0
XXII Anchieta,Ricardo de Albuquerque,aprovacao,2023,98.8
XXII Anchieta,Ricardo de Albuquerque,saeb,2007,4.782932330827068
XXII Anchieta,Ricardo de Albuquerque,saeb,2009,5.36
XXII Anchieta,Ricardo de Albuquerque,saeb,2011,5.73
XXII Anchieta,Ricardo de Albuquerque,saeb,2013,5.92
XXII Anchieta,Ricardo de Albuquerque,saeb,2015,5.81
XXII Anchieta,Ricardo de Albuquerque,saeb,2017,6.41
XXII Anchieta,Ricardo de Albuquerque,saeb,2021,4.984744
XXII Anchieta,Ricardo de Albuquerque,saeb,2023,6.0
XXII Anchieta,Ricardo de Albuquerque,ideb,2007,4.384962406015038
XXII Anchieta,Ricardo de Albuquerque,ideb,2009,4.7
XXII Anchieta,Ricardo de Albuquerque,ideb,2011,5.5
XXII Anchieta,Ricardo de Albuquerque,ideb,2013,5.2
XXII Anchieta,Ricardo de Albuquerque,ideb,2015,5.5
XXII Anchieta,Ricardo de Albuquerque,ideb,2017,6.1
XXII Anchieta,Ricardo de Albuquerque,ideb,2021,5.0
XXII Anchieta,Ricardo de Albuquerque,ideb,2023,5.9
XXV Pavuna,Acari,aprovacao,2007,98.7
XXV Pavuna,Acari,aprovacao,2009,91.07037037037037
XXV Pavuna,Acari,aprovacao,2011,96.22230769230771
XXV Pavuna,Acari,aprovacao,2013,98.5517006802721
XXV Pavuna,Acari,aprovacao,2015,98.60952380952381
XXV Pavuna,Acari,aprovacao,2017,96.61125827814568
XXV Pavuna,Acari,aprovacao,2019,100.0
XXV Pavuna,Acari,aprovacao,2021,100.0
XXV Pavuna,Acari,aprovacao,2023,99.7
XXV Pavuna,Acari,saeb,2007,4.88
XXV Pavuna,Acari,saeb,2009,5.1525185185185185
XXV Pavuna,Acari,saeb,2011,5.428384615384616
XXV Pavuna,Acari,saeb,2013,5.276122448979591
XXV Pavuna,Acari,saeb,2015,5.410612244897959
XXV Pavuna,Acari,saeb,2017,5.39205298013245
XXV Pavuna,Acari,saeb,2019,5.73
XXV Pavuna,Acari,saeb,2021,5.489717
XXV Pavuna,Acari,saeb,2023,5.3
XXV Pavuna,Acari,ideb,2007,4.7
XXV Pavuna,Acari,ideb,2009,4.443703703703704
XXV Pavuna,Acari,ideb,2011,4.977692307692307
XXV Pavuna,Acari,ideb,2013,5.051700680272108
XXV Pavuna,Acari,ideb,2015,5.2496598639455785
XXV Pavuna,Acari,ideb,2017,5.243046357615895
XXV Pavuna,Acari,ideb,2019,5.5
XXV Pavuna,Acari,ideb,2021,5.5
XXV Pavuna,Acari,ideb,2023,5.2
XXV Pavuna,Barros Filho,aprovacao,2017,100.0
XXV Pavuna,Barros Filho,aprovacao,2019,100.0
XXV Pavuna,Barros Filho,aprovacao,2021,95.6
XXV Pavuna,Barros Filho,aprovacao,2023,98.3
XXV Pavuna,Barros Filho,saeb,2017,5.63
XXV Pavuna,Barros Filho,saeb,2019,5.73
XXV Pavuna,Barros Filho,saeb,2021,5.297592
XXV Pavuna,Barros Filho,saeb,2023,5.6
XXV Pavuna,Barros Filho,ideb,2017,5.3
XXV Pavuna,Barros Filho,ideb,2019,5.6
XXV Pavuna,Barros Filho,ideb,2021,5.0
XXV Pavuna,Barros Filho,ideb,2023,5.4
XXV Pavuna,Coelho Neto,aprovacao,2007,97.52851612903227
XXV Pavuna,Coelho Neto,aprovacao,2009,91.62975047984645
XXV Pavuna,Coelho Neto,aprovacao,2011,91.31583072100314
XXV Pavuna,Coelho Neto,aprovacao,2013,87.93192239858907
XXV Pavuna,Coelho Neto,aprovacao,2015,93.34261954261953
XXV Pavuna,Coelho Neto,aprovacao,2017,90.91981566820276
XXV Pavuna,Coelho Neto,aprovacao,2019,97.31308139534883
XXV Pavuna,Coelho Neto,aprovacao,2021,98.49466591802359
XXV Pavuna,Coelho Neto,aprovacao,2023,99.4
XXV Pavuna,Coelho Neto,saeb,2007,4.540903225806451
XXV Pavuna,Coelho Neto,saeb,2009,5.141880998080614
XXV Pavuna,Coelho Neto,saeb,2011,5.279357366771159
XXV Pavuna,Coelho Neto,saeb,2013,5.138095238095238
XXV Pavuna,Coelho Neto,saeb,2015,5.742286902286902
XXV Pavuna,Coelho Neto,saeb,2017,5.647073732718894
XXV Pavuna,Coelho Neto,saeb,2019,5.710203488372094
XXV Pavuna,Coelho Neto,saeb,2021,4.908531916900619
XXV Pavuna,Coelho Neto,saeb,2023,5.2
XXV Pavuna,Coelho Neto,ideb,2007,4.225548387096774
XXV Pavuna,Coelho Neto,ideb,2009,4.595969289827256
XXV Pavuna,Coelho Neto,ideb,2011,4.817084639498433
XXV Pavuna,Coelho Neto,ideb,2013,4.520105820105821
XXV Pavuna,Coelho Neto,ideb,2015,5.195426195426195
XXV Pavuna,Coelho Neto,ideb,2017,5.169354838709677
XXV Pavuna,Coelho Neto,ideb,2019,5.5119186046511635
XXV Pavuna,Coelho Neto,ideb,2021,4.833352049410444
XXV Pavuna,Coelho Neto,ideb,2023,5.2
