ra,bairro,component,year,value
XIV Irajá,Vicente de Carvalho,ideb,2011,4.9
XIV Irajá,Vicente de Carvalho,ideb,2013,5.2
XIV Irajá,Vicente de Carvalho,ideb,2015,5.6
XIV Irajá,Vicente de Carvalho,ideb,2017,5.194
XIV Irajá,Vicente de Carvalho,ideb,2019,5.973239436619719
XIV Irajá,Vicente de Carvalho,ideb,2021,5.2
XIV Irajá,Vicente de Carvalho,ideb,2023,5.5
XIV Irajá,Vila Kosmos,aprovacao,2007,99.51034482758621
XIV Irajá,Vila Kosmos,aprovacao,2009,90.86330935251799
XIV Irajá,Vila Kosmos,aprovacao,2011,93.65454545454546
XIV Irajá,Vila Kosmos,aprovacao,2013,93.14509803921568
XIV Irajá,Vila Kosmos,aprovacao,2015,98.46220472440946
XIV Irajá,Vila Kosmos,aprovacao,2017,99.1
XIV Irajá,Vila Kosmos,aprovacao,2019,97.9
XIV Irajá,Vila Kosmos,aprovacao,2021,100.0
XIV Irajá,Vila Kosmos,aprovacao,2023,100.0
XIV Irajá,Vila Kosmos,saeb,2007,4.4228879310344835
XIV Irajá,Vila Kosmos,saeb,2009,5.599280575539568
XIV Irajá,Vila Kosmos,saeb,2011,6.131761363636364
XIV Irajá,Vila Kosmos,saeb,2013,5.985294117647059
XIV Irajá,Vila Kosmos,saeb,2015,6.088976377952756
XIV Irajá,Vila Kosmos,saeb,2017,5.69
XIV Irajá,Vila Kosmos,saeb,2019,5.86
XIV Irajá,Vila Kosmos,saeb,2021,5.744117
XIV Irajá,Vila Kosmos,saeb,2023,5.5
XIV Irajá,Vila Kosmos,ideb,2007,4.110775862068965
XIV Irajá,Vila Kosmos,ideb,2009,4.9474820143884894
XIV Irajá,Vila Kosmos,ideb,2011,5.452840909090909
XIV Irajá,Vila Kosmos,ideb,2013,5.2627450980392165
XIV Irajá,Vila Kosmos,ideb,2015,5.8196850393700785
XIV Irajá,Vila Kosmos,ideb,2017,5.5
XIV Irajá,Vila Kosmos,ideb,2019,5.6
XIV Irajá,Vila Kosmos,ideb,2021,5.7
XIV Irajá,Vila Kosmos,ideb,2023,5.5
XIV Irajá,Vila da Penha,aprovacao,2007,99.05573770491803
XIV Irajá,Vila da Penha,aprovacao,2009,98.18518518518519
XIV Irajá,Vila da Penha,aprovacao,2011,100.0
XIV Irajá,Vila da Penha,aprovacao,2013,100.0
XIV Irajá,Vila da Penha,aprovacao,2015,99.40225988700566
XIV Irajá,Vila da Penha,aprovacao,2017,99.46774193548387
XIV Irajá,Vila da Penha,aprovacao,2019,99.44406779661016
XIV Irajá,Vila da Penha,aprovacao,2021,99.6
XIV Irajá,Vila da Penha,aprovacao,2023,100.0
XIV Irajá,Vila da Penha,saeb,2007,5.572622950819672
XIV Irajá,Vila da Penha,saeb,2009,6.203333333333333
XIV Irajá,Vila da Penha,saeb,2011,6.907394957983193
XIV Irajá,Vila da Penha,saeb,2013,6.901914893617021
XIV Irajá,Vila da Penha,saeb,2015,7.111073446327684
XIV Irajá,Vila da Penha,saeb,2017,7.086075268817204
XIV Irajá,Vila da Penha,saeb,2019,6.754237288135593
XIV Irajá,Vila da Penha,saeb,2021,6.717582
XIV Irajá,Vila da Penha,saeb,2023,6.9
XIV Irajá,Vila da Penha,ideb,2007,5.3737704918032785
XIV Irajá,Vila da Penha,ideb,2009,5.988888888888888
XIV Irajá,Vila da Penha,ideb,2011,6.536974789915966
XIV Irajá,Vila da Penha,ideb,2013,6.593617021276596
XIV Irajá,Vila da Penha,ideb,2015,6.918079096045198
XIV Irajá,Vila da Penha,ideb,2017,6.970430107526882
XIV Irajá,Vila da Penha,ideb,2019,6.669491525423729
XIV Irajá,Vila da Penha,ideb,2021,6.7
XIV Irajá,Vila da Penha,ideb,2023,6.9
XIV Irajá,Vista Alegre,aprovacao,2007,90.0
XIV Irajá,Vista Alegre,aprovacao,2009,91.4
XIV Irajá,Vista Alegre,aprovacao,2011,88.0
XIV Irajá,Vista Alegre,aprovacao,2013,86.1
XIV Irajá,Vista Alegre,aprovacao,2015,91.2
XIV Irajá,Vista Alegre,aprovacao,2017,92.3
XIV Irajá,Vista Alegre,aprovacao,2019,90.6
XIV Irajá,Vista Alegre,saeb,2007,5.14
XIV Irajá,Vista Alegre,saeb,2009,5.12
XIV Irajá,Vista Alegre,saeb,2011,6.409999999999999
XIV Irajá,Vista Alegre,saeb,2013,6.91
XIV Irajá,Vista Alegre,saeb,2015,6.17
XIV Irajá,Vista Alegre,saeb,2017,7.22
XIV Irajá,Vista Alegre,saeb,2019,6.89
XIV Irajá,Vista Alegre,ideb,2007,4.7
XIV Irajá,Vista Alegre,ideb,2009,4.7
XIV Irajá,Vista Alegre,ideb,2011,5.9
XIV Irajá,Vista Alegre,ideb,2013,6.1
XIV Irajá,Vista Alegre,ideb,2015,5.2
XIV Irajá,Vista Alegre,ideb,2017,6.5
XIV Irajá,Vista Alegre,ideb,2019,6.2
XV Madureira,Bento Ribeiro,aprovacao,2007,97.6183908045977
XV Madureira,Bento Ribeiro,aprovacao,2009,84.61911764705883
XV Madureira,Bento Ribeiro,aprovacao,2011,85.62835820895523
XV Madureira,Bento Ribeiro,aprovacao,2013,94.33088235294117
XV Madureira,Bento Ribeiro,aprovacao,2015,98.03333333333333
XV Madureira,Bento Ribeiro,aprovacao,2017,94.51818181818182
XV Madureira,Bento Ribeiro,aprovacao,2019,99.1741935483871
XV Madureira,Bento Ribeiro,aprovacao,2021,99.37335285505124
XV Madureira,Bento Ribeiro,aprovacao,2023,99.0
XV Madureira,Bento Ribeiro,saeb,2007,4.758965517241379
XV Madureira,Bento Ribeiro,saeb,2009,5.497794117647059
XV Madureira,Bento Ribeiro,saeb,2011,5.805671641791045
XV Madureira,Bento Ribeiro,saeb,2013,5.842132352941176
XV Madureira,Bento Ribeiro,saeb,2015,6.1
XV Madureira,Bento Ribeiro,saeb,2017,6.3527272727272734
XV Madureira,Bento Ribeiro,saeb,2019,6.219032258064517
XV Madureira,Bento Ribeiro,saeb,2021,5.694542989751098
XV Madureira,Bento Ribeiro,saeb,2023,6.1
XV Madureira,Bento Ribeiro,ideb,2007,4.5137931034482754
XV Madureira,Bento Ribeiro,ideb,2009,4.839705882352941
XV Madureira,Bento Ribeiro,ideb,2011,5.141791044776119
XV Madureira,Bento Ribeiro,ideb,2013,5.470588235294118
XV Madureira,Bento Ribeiro,ideb,2015,5.966666666666667
XV Madureira,Bento Ribeiro,ideb,2017,6.067676767676768
XV Madureira,Bento Ribeiro,ideb,2019,6.04516129032258
XV Madureira,Bento Ribeiro,ideb,2021,5.674670571010249
XV Madureira,Bento Ribeiro,ideb,2023,6.0
XV Madureira,Campinho,aprovacao,2007,100.0
XV Madureira,Campinho,aprovacao,2009,90.9
XV Madureira,Campinho,aprovacao,2011,95.7
XV Madureira,Campinho,aprovacao,2013,100.0
XV Madureira,Campinho,aprovacao,2015,91.9
XV Madureira,Campinho,aprovacao,2017,100.0
XV Madureira,Campinho,aprovacao,2019,100.0
XV Madureira,Campinho,aprovacao,2021,97.8
XV Madureira,Campinho,aprovacao,2023,97.5
XV Madureira,Campinho,saeb,2007,5.04
XV Madureira,Campinho,saeb,2009,6.46
XV Madureira,Campinho,saeb,2011,6.45
XV Madureira,Campinho,saeb,2013,6.37
XV Madureira,Campinho,saeb,2015,6.37
XV Madureira,Campinho,saeb,2017,6.49
XV Madureira,Campinho,saeb,2019,6.370000000000001
XV Madureira,Campinho,saeb,2021,5.446274
XV Madureira,Campinho,saeb,2023,5.9
XV Madureira,Campinho,ideb,2007,4.8
XV Madureira,Campinho,ideb,2009,5.8
XV Madureira,Campinho,ideb,2011,5.7
XV Madureira,Campinho,ideb,2013,5.6
XV Madureira,Campinho,ideb,2015,5.7
XV Madureira,Campinho,ideb,2017,6.0
XV Madureira,Campinho,ideb,2019,6.1
XV Madureira,Campinho,ideb,2021,5.3
XV Madureira,Campinho,ideb,2023,5.7
XV Madureira,Cascadura,aprovacao,2007,97.80424242424243
XV Madureira,Cascadura,aprovacao,2009,92.86577777777778
XV Madureira,Cascadura,aprovacao,2011,97.84598540145987
XV Madureira,Cascadura,aprovacao,2013,93.32707581227436
XV Madureira,Cascadura,aprovacao,2015,96.88640350877192
XV Madureira,Cascadura,aprovacao,2017,98.95088967971529
XV Madureira,Cascadura,aprovacao,2019,98.99802955665024
XV Madureira,Cascadura,aprovacao,2021,98.04505494505493
XV Madureira,Cascadura,aprovacao,2023,98.7
XV Madureira,Cascadura,saeb,2007,4.767090909090909
XV Madureira,Cascadura,saeb,2009,5.563555555555555
XV Madureira,Cascadura,saeb,2011,6.151350364963503
XV Madureira,Cascadura,saeb,2013,5.585342960288808
XV Madureira,Cascadura,saeb,2015,5.9343859649122805
XV Madureira,Cascadura,saeb,2017,5.926370106761565
XV Madureira,Cascadura,saeb,2019,6.136945812807881
XV Madureira,Cascadura,saeb,2021,5.296399099746407
XV Madureira,Cascadura,saeb,2023,6.2
XV Madureira,Cascadura,ideb,2007,4.344242424242424
XV Madureira,Cascadura,ideb,2009,4.8662222222222224
XV Madureira,Cascadura,ideb,2011,5.70985401459854
XV Madureira,Cascadura,ideb,2013,5.0790613718411555
XV Madureira,Cascadura,ideb,2015,5.672368421052631
XV Madureira,Cascadura,ideb,2017,5.74661921708185
XV Madureira,Cascadura,ideb,2019,5.957142857142858
XV Madureira,Cascadura,ideb,2021,5.184108199492815
XV Madureira,Cascadura,ideb,2023,6.2
XV Madureira,Cavalcanti,aprovacao,2007,97.61994535519126
XV Madureira,Cavalcanti,aprovacao,2009,96.35412186379929
XV Madureira,Cavalcanti,aprovacao,2011,91.67925170068027
XV Madureira,Cavalcanti,aprovacao,2013,97.06151315789474
XV Madureira,Cavalcanti,aprovacao,2015,97.28082706766918
XV Madureira,Cavalcanti,aprovacao,2017,99.52272727272727
XV Madureira,Cavalcanti,aprovacao,2019,97.9983606557377
XV Madureira,Cavalcanti,aprovacao,2021,98.91992516370439
XV Madureira,Cavalcanti,aprovacao,2023,98.1
XV Madureira,Cavalcanti,saeb,2007,5.1146448087431695
XV Madureira,Cavalcanti,saeb,2009,5.756308243727599
XV Madureira,Cavalcanti,saeb,2011,5.975510204081632
XV Madureira,Cavalcanti,saeb,2013,6.07578947368421
XV Madureira,Cavalcanti,saeb,2015,6.307744360902255
XV Madureira,Cavalcanti,saeb,2017,6.361000000000001
XV Madureira,Cavalcanti,saeb,2019,6.118032786885246
XV Madureira,Cavalcanti,saeb,2021,5.57900746585594
XV Madureira,Cavalcanti,saeb,2023,6.1
XV Madureira,Cavalcanti,ideb,2007,4.811748633879781
XV Madureira,Cavalcanti,ideb,2009,5.286738351254479
XV Madureira,Cavalcanti,ideb,2011,5.40748299319728
XV Madureira,Cavalcanti,ideb,2013,5.564144736842105
XV Madureira,Cavalcanti,ideb,2015,5.91015037593985
XV Madureira,Cavalcanti,ideb,2017,6.2299999999999995
XV Madureira,Cavalcanti,ideb,2019,5.803278688524591
XV Madureira,Cavalcanti,ideb,2021,5.52422825070159
XV Madureira,Cavalcanti,ideb,2023,6.0
XV Madureira,Engenheiro Leal,aprovacao,2007,98.35901639344263
XV Madureira,Engenheiro Leal,aprovacao,2009,98.66621621621621
XV Madureira,Engenheiro Leal,aprovacao,2011,96.27484662576687
XV Madureira,Engenheiro Leal,aprovacao,2013,94.22884615384616
XV Madureira,Engenheiro Leal,aprovacao,2015,100.0
XV Madureira,Engenheiro Leal,aprovacao,2017,98.385
XV Madureira,Engenheiro Leal,aprovacao,2019,99.04854368932038
XV Madureira,Engenheiro Leal,aprovacao,2021,99.3
XV Madureira,Engenheiro Leal,aprovacao,2023,97.7
XV Madureira,Engenheiro Leal,saeb,2007,4.800874316939891
XV Madureira,Engenheiro Leal,saeb,2009,6.114324324324324
XV Madureira,Engenheiro Leal,saeb,2011,6.2395705521472395
XV Madureira,Engenheiro Leal,saeb,2013,6.1184615384615375
XV Madureira,Engenheiro Leal,saeb,2015,6.2091729323308265
XV Madureira,Engenheiro Leal,saeb,2017,6.4935
XV Madureira,Engenheiro Leal,saeb,2019,6.0629126213592235
XV Madureira,Engenheiro Leal,saeb,2021,4.470416
XV Madureira,Engenheiro Leal,saeb,2023,5.9
XV Madureira,Engenheiro Leal,ideb,2007,4.5109289617486334
XV Madureira,Engenheiro Leal,ideb,2009,5.8175675675675675
XV Madureira,Engenheiro Leal,ideb,2011,5.93803680981595
XV Madureira,Engenheiro Leal,ideb,2013,5.6
XV Madureira,Engenheiro Leal,ideb,2015,5.933082706766918
XV Madureira,Engenheiro Leal,ideb,2017,6.105
XV Madureira,Engenheiro Leal,ideb,2019,5.647572815533981
XV Madureira,Engenheiro Leal,ideb,2021,4.4
XV Madureira,Engenheiro Leal,ideb,2023,5.8
XV Madureira,Honório Gurgel,aprovacao,2007,98.75020920502092
XV Madureira,Honório Gurgel,aprovacao,2009,88.22834224598931
XV Madureira,Honório Gurgel,aprovacao,2011,93.29398907103825
XV Madureira,Honório Gurgel,aprovacao,2013,95.64259259259259
XV Madureira,Honório Gurgel,aprovacao,2015,98.32499999999999
XV Madureira,Honório Gurgel,aprovacao,2017,92.6876923076923
XV Madureira,Honório Gurgel,aprovacao,2019,93.47122302158273
XV Madureira,Honório Gurgel,aprovacao,2021,96.2028653295129
XV Madureira,Honório Gurgel,aprovacao,2023,98.8
XV Madureira,Honório Gurgel,saeb,2007,4.472008368200837
XV Madureira,Honório Gurgel,saeb,2009,5.394919786096257
XV Madureira,Honório Gurgel,saeb,2011,5.702677595628416
XV Madureira,Honório Gurgel,saeb,2013,5.732962962962963
XV Madureira,Honório Gurgel,saeb,2015,5.746796874999999
XV Madureira,Honório Gurgel,saeb,2017,5.618846153846154
XV Madureira,Honório Gurgel,saeb,2019,5.801438848920863
XV Madureira,Honório Gurgel,saeb,2021,5.200896690544413
XV Madureira,Honório Gurgel,saeb,2023,6.1
XV Madureira,Honório Gurgel,ideb,2007,4.171548117154812
XV Madureira,Honório Gurgel,ideb,2009,4.783422459893048
XV Madureira,Honório Gurgel,ideb,2011,5.043169398907104
XV Madureira,Honório Gurgel,ideb,2013,5.0814814814814815
XV Madureira,Honório Gurgel,ideb,2015,5.13828125
XV Madureira,Honório Gurgel,ideb,2017,5.271538461538461
XV Madureira,Honório Gurgel,ideb,2019,5.461151079136692
XV Madureira,Honório Gurgel,ideb,2021,4.993123209169054
XV Madureira,Honório Gurgel,ideb,2023,6.0
XV Madureira,Madureira,aprovacao,2007,98.15789473684211
XV Madureira,Madureira,aprovacao,2009,96.10577777777777
XV Madureira,Madureira,aprovacao,2011,94.93346007604563
XV Madureira,Madureira,aprovacao,2013,91.58129032258064
XV Madureira,Madureira,aprovacao,2015,94.23173431734317
XV Madureira,Madureira,aprovacao,2017,96.60000000000001
XV Madureira,Madureira,aprovacao,2019,94.67213114754098
XV Madureira,Madureira,aprovacao,2021,98.93383137673426
XV Madureira,Madureira,aprovacao,2023,97.6
XV Madureira,Madureira,saeb,2007,4.341461988304094
XV Madureira,Madureira,saeb,2009,5.4732
XV Madureira,Madureira,saeb,2011,5.823954372623574
XV Madureira,Madureira,saeb,2013,5.664483870967742
XV Madureira,Madureira,saeb,2015,5.664354243542436
XV Madureira,Madureira,saeb,2017,5.790592885375494
XV Madureira,Madureira,saeb,2019,5.651311475409836
XV Madureira,Madureira,saeb,2021,4.797793717182498
XV Madureira,Madureira,saeb,2023,5.7
XV Madureira,Madureira,ideb,2007,4.073684210526316
XV Madureira,Madureira,ideb,2009,5.028444444444444
XV Madureira,Madureira,ideb,2011,5.248669201520912
XV Madureira,Madureira,ideb,2013,4.881935483870968
XV Madureira,Madureira,ideb,2015,5.170848708487085
XV Madureira,Madureira,ideb,2017,5.477865612648221
XV Madureira,Madureira,ideb,2019,5.302049180327869
XV Madureira,Madureira,ideb,2021,4.733724653148346
XV Madureira,Madureira,ideb,2023,5.5
XV Madureira,Marechal Hermes,aprovacao,2007,99.0088291746641
XV Madureira,Marechal Hermes,aprovacao,2009,92.38133333333333
XV Madureira,Marechal Hermes,aprovacao,2011,89.84021739130435
XV Madureira,Marechal Hermes,aprovacao,2013,97.76014851485148
XV Madureira,Marechal Hermes,aprovacao,2015,95.09027027027028
XV Madureira,Marechal Hermes,aprovacao,2017,97.70988700564972
XV Madureira,Marechal Hermes,aprovacao,2019,98.46861538461538
XV Madureira,Marechal Hermes,aprovacao,2021,98.48936936936937
XV Madureira,Marechal Hermes,aprovacao,2023,98.5
XV Madureira,Marechal Hermes,saeb,2007,4.72143953934741
XV Madureira,Marechal Hermes,saeb,2009,5.608346666666667
XV Madureira,Marechal Hermes,saeb,2011,6.134528985507247
XV Madureira,Marechal Hermes,saeb,2013,6.2075
XV Madureira,Marechal Hermes,saeb,2015,6.3192702702702706
XV Madureira,Marechal Hermes,saeb,2017,6.252655367231639
XV Madureira,Marechal Hermes,saeb,2019,6.241876923076923
XV Madureira,Marechal Hermes,saeb,2021,5.95742690990991
XV Madureira,Marechal Hermes,saeb,2023,6.7
XV Madureira,Marechal Hermes,ideb,2007,4.5113243761996165
XV Madureira,Marechal Hermes,ideb,2009,5.143733333333333
XV Madureira,Marechal Hermes,ideb,2011,5.373913043478261
XV Madureira,Marechal Hermes,ideb,2013,5.876237623762377
XV Madureira,Marechal Hermes,ideb,2015,5.905945945945946
XV Madureira,Marechal Hermes,ideb,2017,6.0141242937853105
XV Madureira,Marechal Hermes,ideb,2019,5.829846153846154
XV Madureira,Marechal Hermes,ideb,2021,5.859009009009009
XV Madureira,Marechal Hermes,ideb,2023,6.6
XV Madureira,Oswaldo Cruz,aprovacao,2007,97.42935982339957
XV Madureira,Oswaldo Cruz,aprovacao,2009,92.26733668341708
XV Madureira,Oswaldo Cruz,aprovacao,2011,89.521387283237
XV Madureira,Oswaldo Cruz,aprovacao,2013,90.64488448844884
XV Madureira,Oswaldo Cruz,aprovacao,2015,89.47088607594937
XV Madureira,Oswaldo Cruz,aprovacao,2017,88.68339350180506
XV Madureira,Oswaldo Cruz,aprovacao,2019,97.12391304347827
XV Madureira,Oswaldo Cruz,aprovacao,2021,99.90027247956402
XV Madureira,Oswaldo Cruz,aprovacao,2023,99.3
XV Madureira,Oswaldo Cruz,saeb,2007,4.66103752759382
XV Madureira,Oswaldo Cruz,saeb,2009,5.735477386934674
XV Madureira,Oswaldo Cruz,saeb,2011,6.0068208092485555
XV Madureira,Oswaldo Cruz,saeb,2013,5.817557755775578
XV Madureira,Oswaldo Cruz,saeb,2015,6.426624472573839
XV Madureira,Oswaldo Cruz,saeb,2017,6.479025270758123
XV Madureira,Oswaldo Cruz,saeb,2019,6.379311594202899
XV Madureira,Oswaldo Cruz,saeb,2021,5.875823699364215
XV Madureira,Oswaldo Cruz,saeb,2023,6.3
XV Madureira,Oswaldo Cruz,ideb,2007,4.433112582781457
XV Madureira,Oswaldo Cruz,ideb,2009,5.290954773869347
XV Madureira,Oswaldo Cruz,ideb,2011,5.177456647398843
XV Madureira,Oswaldo Cruz,ideb,2013,5.182838283828384
XV Madureira,Oswaldo Cruz,ideb,2015,5.830379746835443
XV Madureira,Oswaldo Cruz,ideb,2017,5.930685920577617
XV Madureira,Oswaldo Cruz,ideb,2019,6.054710144927536
XV Madureira,Oswaldo Cruz,ideb,2021,5.885013623978201
XV Madureira,Oswaldo Cruz,ideb,2023,6.2
XV Madureira,Quintino Bocaiúva,aprovacao,2007,99.04526315789474
XV Madureira,Quintino Bocaiúva,aprovacao,2009,90.34988066825777
XV Madureira,Quintino Bocaiúva,aprovacao,2011,96.65463659147869
XV Madureira,Quintino Bocaiúva,aprovacao,2013,95.225
XV Madureira,Quintino Bocaiúva,aprovacao,2015,95.47915567282321
XV Madureira,Quintino Bocaiúva,aprovacao,2017,95.72866242038216
XV Madureira,Quintino Bocaiúva,aprovacao,2019,91.38918918918918
XV Madureira,Quintino Bocaiúva,aprovacao,2021,99.0281954887218
XV Madureira,Quintino Bocaiúva,aprovacao,2023,99.1
XV Madureira,Quintino Bocaiúva,saeb,2007,4.8681754385964915
XV Madureira,Quintino Bocaiúva,saeb,2009,5.81162291169451
XV Madureira,Quintino Bocaiúva,saeb,2011,6.091002506265665
XV Madureira,Quintino Bocaiúva,saeb,2013,6.0377427184466015
XV Madureira,Quintino Bocaiúva,saeb,2015,6.020976253298152
XV Madureira,Quintino Bocaiúva,saeb,2017,6.274649681528662
XV Madureira,Quintino Bocaiúva,saeb,2019,6.0452895752895754
XV Madureira,Quintino Bocaiúva,saeb,2021,5.734364580827068
XV Madureira,Quintino Bocaiúva,saeb,2023,6.3
XV Madureira,Quintino Bocaiúva,ideb,2007,4.6922807017543855
XV Madureira,Quintino Bocaiúva,ideb,2009,5.325536992840096
XV Madureira,Quintino Bocaiúva,ideb,2011,5.7448621553884704
XV Madureira,Quintino Bocaiúva,ideb,2013,5.650485436893204
XV Madureira,Quintino Bocaiúva,ideb,2015,5.574406332453825
XV Madureira,Quintino Bocaiúva,ideb,2017,5.936624203821657
XV Madureira,Quintino Bocaiúva,ideb,2019,5.678378378378379
XV Madureira,Quintino Bocaiúva,ideb,2021,5.679041353383458
XV Madureira,Quintino Bocaiúva,ideb,2023,6.3
XV Madureira,Rocha Miranda,aprovacao,2007,98.43385012919894
XV Madureira,Rocha Miranda,aprovacao,2009,94.94854014598539
XV Madureira,Rocha Miranda,aprovacao,2011,93.67876386687797
XV Madureira,Rocha Miranda,aprovacao,2013,94.8811570247934
XV Madureira,Rocha Miranda,aprovacao,2015,93.92384769539078
XV Madureira,Rocha Miranda,aprovacao,2017,94.58608695652174
XV Madureira,Rocha Miranda,aprovacao,2019,95.37739130434782
XV Madureira,Rocha Miranda,aprovacao,2021,99.58219679633868
XV Madureira,Rocha Miranda,aprovacao,2023,99.5
XV Madureira,Rocha Miranda,saeb,2007,4.938875968992249
XV Madureira,Rocha Miranda,saeb,2009,5.707901459854015
XV Madureira,Rocha Miranda,saeb,2011,5.9658003169572105
XV Madureira,Rocha Miranda,saeb,2013,5.811471074380165
XV Madureira,Rocha Miranda,saeb,2015,6.247234468937876
XV Madureira,Rocha Miranda,saeb,2017,5.986934782608696
XV Madureira,Rocha Miranda,saeb,2019,5.8602608695652165
XV Madureira,Rocha Miranda,saeb,2021,5.193038221052632
XV Madureira,Rocha Miranda,saeb,2023,5.7
XV Madureira,Rocha Miranda,ideb,2007,4.656847545219639
XV Madureira,Rocha Miranda,ideb,2009,5.142700729927007
XV Madureira,Rocha Miranda,ideb,2011,5.373058637083994
XV Madureira,Rocha Miranda,ideb,2013,5.2272727272727275
XV Madureira,Rocha Miranda,ideb,2015,5.759318637274549
XV Madureira,Rocha Miranda,ideb,2017,5.590217391304348
XV Madureira,Rocha Miranda,ideb,2019,5.5619565217391305
XV Madureira,Rocha Miranda,ideb,2021,5.161235697940504
XV Madureira,Rocha Miranda,ideb,2023,5.7
XV Madureira,Turiaçu,aprovacao,2007,94.37968749999999
XV Madureira,Turiaçu,aprovacao,2009,82.43611111111112
XV Madureira,Turiaçu,aprovacao,2011,98.01941747572816
XV Madureira,Turiaçu,aprovacao,2013,98.37209302325581
XV Madureira,Turiaçu,aprovacao,2015,95.26229508196721
XV Madureira,Turiaçu,aprovacao,2017,98.90978260869566
XV Madureira,Turiaçu,aprovacao,2019,99.07614678899083
XV Madureira,Turiaçu,aprovacao,2021,100.0
XV Madureira,Turiaçu,aprovacao,2023,99.7
XV Madureira,Turiaçu,saeb,2007,4.553125
XV Madureira,Turiaçu,saeb,2009,5.0781481481481485
XV Madureira,Turiaçu,saeb,2011,5.660291262135922
XV Madureira,Turiaçu,saeb,2013,6.0597674418604655
XV Madureira,Turiaçu,saeb,2015,5.6560655737704915
XV Madureira,Turiaçu,saeb,2017,6.101304347826086
XV Madureira,Turiaçu,saeb,2019,5.582385321100918
XV Madureira,Turiaçu,saeb,2021,5.388829533820841
XV Madureira,Turiaçu,saeb,2023,5.7
XV Madureira,Turiaçu,ideb,2007,4.239062499999999
XV Madureira,Turiaçu,ideb,2009,4.283333333333333
XV Madureira,Turiaçu,ideb,2011,5.029126213592233
XV Madureira,Turiaçu,ideb,2013,5.728682170542636
